she was hungry,Amy ate a sandwich because she was hungry,Amy ate a sandwich
it was a good investment,he invested in gold a long time ago because it was a good investment,he invested in gold a long time ago
she needed to make money,Maya drove to work because she needed to make money,Maya drove to work
 she had to pay her rent,she needed to make money because  she had to pay her rent,she needed to make money
she had to have a place to live, she had to pay her rent because she had to have a place to live, she had to pay her rent
without a place to live she would be homeless,she had to have a place to live because without a place to live she would be homeless,she had to have a place to live
she didn't have anywhere else to live,without a place to live she would be homeless because she didn't have anywhere else to live,without a place to live she would be homeless
it had a flat tire,Sam repaired his bicycle because it had a flat tire,Sam repaired his bicycle
he almost got in an accident,it had a flat tire because he almost got in an accident,it had a flat tire
he came around a corner to fast,he almost got in an accident because he came around a corner to fast,he almost got in an accident
he was trying to show off,he came around a corner to fast because he was trying to show off,he came around a corner to fast
He needed milk,John went to the store because He needed milk,John went to the store
the jug was empty,He needed milk because the jug was empty,He needed milk
someone drank it all,the jug was empty because someone drank it all,the jug was empty
they were thirsty,someone drank it all because they were thirsty,someone drank it all
it was hot outside,they were thirsty because it was hot outside,they were thirsty
she was scheduled to be there,Maya drove to work because she was scheduled to be there,Maya drove to work
it wasn't her day off,she was scheduled to be there because it wasn't her day off,she was scheduled to be there
Her boss said she had to work,it wasn't her day off because Her boss said she had to work,it wasn't her day off
he needed her,Her boss said she had to work because he needed her,Her boss said she had to work
the store was busy,he needed her because the store was busy,he needed her
her old one quit working,Meg bought a new computer because her old one quit working,Meg bought a new computer
lightning struck it,her old one quit working because lightning struck it,her old one quit working
she left it plugged in,lightning struck it because she left it plugged in,lightning struck it
she was in a hurry when she left,she left it plugged in because she was in a hurry when she left,she left it plugged in
it was broke,Sam repaired his bicycle because it was broke,Sam repaired his bicycle
he crashed it into a pole,it was broke because he crashed it into a pole,it was broke
he wasn't looking where he was going,he crashed it into a pole because he wasn't looking where he was going,he crashed it into a pole
he was daydreaming,he wasn't looking where he was going because he was daydreaming,he wasn't looking where he was going
he was thinking about a girl,he was daydreaming because he was thinking about a girl,he was daydreaming
he was hungry,Tom cooked dinner because he was hungry,Tom cooked dinner
he had not eaten lunch,he was hungry because he had not eaten lunch,he was hungry
the meeting ran late,he had not eaten lunch because the meeting ran late,he had not eaten lunch
there were a lot of disagreements,the meeting ran late because there were a lot of disagreements,the meeting ran late
no one could agree,there were a lot of disagreements because no one could agree,there were a lot of disagreements
she had to mail a letter,Jane went to the post office because she had to mail a letter,Jane went to the post office
she wanted to contact her aunt,she had to mail a letter because she wanted to contact her aunt,she had to mail a letter
her neice passed away,she wanted to contact her aunt because her neice passed away,she wanted to contact her aunt
she was sick,her neice passed away because she was sick,her neice passed away
she caught the bird flu,she was sick because she caught the bird flu,she was sick
it was quicker than walking,Maya drove to work because it was quicker than walking,Maya drove to work
cars are faster than people,it was quicker than walking because cars are faster than people,it was quicker than walking
they have engines,cars are faster than people because they have engines,cars are faster than people
that is how they run,they have engines because that is how they run,they have engines
her old one broke,Meg bought a new computer because her old one broke,Meg bought a new computer
she got a virus on it,her old one broke because she got a virus on it,her old one broke
she clicked on a bad link,she got a virus on it because she clicked on a bad link,she got a virus on it
it promised her money,she clicked on a bad link because it promised her money,she clicked on a bad link
it was a scam,it promised her money because it was a scam,it promised her money
the tire was flat,Sam repaired his bicycle because the tire was flat,Sam repaired his bicycle
he ran over a nail,the tire was flat because he ran over a nail,the tire was flat
he was riding on a bad road,he ran over a nail because he was riding on a bad road,he ran over a nail
he had to take a detour,he was riding on a bad road because he had to take a detour,he was riding on a bad road
the bridge was out,he had to take a detour because the bridge was out,he had to take a detour
he was hungry,Tom cooked dinner because he was hungry,Tom cooked dinner
he hadn't eaten all day,he was hungry because he hadn't eaten all day,he was hungry
he was busy,he hadn't eaten all day because he was busy,he hadn't eaten all day
he was working on his car,he was busy because he was working on his car,he was busy
the engine blew up,he was working on his car because the engine blew up,he was working on his car
she was hungry,Amy ate a sandwich because she was hungry,Amy ate a sandwich
she had not eaten yet,she was hungry because she had not eaten yet,she was hungry
she did not like breakfast,she had not eaten yet because she did not like breakfast,she had not eaten yet
the eggs were too runny,she did not like breakfast because the eggs were too runny,she did not like breakfast
they had not been cooked as long as she likes,the eggs were too runny because they had not been cooked as long as she likes,the eggs were too runny
she needed to mail a letter,Jane went to the post office because she needed to mail a letter,Jane went to the post office
she needed to let everyone know about her wedding date,she needed to mail a letter because she needed to let everyone know about her wedding date,she needed to mail a letter
she wanted them to come to the wedding,she needed to let everyone know about her wedding date because she wanted them to come to the wedding,she needed to let everyone know about her wedding date
she found their company pleasant,she wanted them to come to the wedding because she found their company pleasant,she wanted them to come to the wedding
they were kind and friendly,she found their company pleasant because they were kind and friendly,she found their company pleasant
her old computer had become obsolete,Meg bought a new computer because her old computer had become obsolete,Meg bought a new computer
it was ten years old,her old computer had become obsolete because it was ten years old,her old computer had become obsolete
she had not been able to afford a new one before then,it was ten years old because she had not been able to afford a new one before then,it was ten years old
she had to pay off student loan debts,she had not been able to afford a new one before then because she had to pay off student loan debts,she had not been able to afford a new one before then
the chain was broken,Sam repaired his bicycle because the chain was broken,Sam repaired his bicycle
it had caught on a stick while dirt biking,the chain was broken because it had caught on a stick while dirt biking,the chain was broken
he had not been careful enough,it had caught on a stick while dirt biking because he had not been careful enough,it had caught on a stick while dirt biking
He was biking with friends,he had not been careful enough because He was biking with friends,he had not been careful enough
it's much more fun to be with friends than alone,He was biking with friends because it's much more fun to be with friends than alone,He was biking with friends
he had a guest coming over,Tom cooked dinner because he had a guest coming over,Tom cooked dinner
he wanted to impress her,he had a guest coming over because he wanted to impress her,he had a guest coming over
he thought she was a kind woman,he wanted to impress her because he thought she was a kind woman,he wanted to impress her
he had seen her help a small boy when he fell down,he thought she was a kind woman because he had seen her help a small boy when he fell down,he thought she was a kind woman
the small boy had not been paying attention and tripped,he had seen her help a small boy when he fell down because the small boy had not been paying attention and tripped,he had seen her help a small boy when he fell down
his sink was full of dirty dishes,Alex did the dishes because his sink was full of dirty dishes,Alex did the dishes
he just made dinner,his sink was full of dirty dishes because he just made dinner,his sink was full of dirty dishes
he was hungry,he just made dinner because he was hungry,he just made dinner
he just came home from a long day at work,he was hungry because he just came home from a long day at work,he was hungry
he had to work overtime,he just came home from a long day at work because he had to work overtime,he just came home from a long day at work
she was hungry,Amy ate a sandwich because she was hungry,Amy ate a sandwich
she hadn't eaten all day,she was hungry because she hadn't eaten all day,she was hungry
she was very busy,she hadn't eaten all day because she was very busy,she hadn't eaten all day
she was planning her wedding,she was very busy because she was planning her wedding,she was very busy
she is to be married in two months,she was planning her wedding because she is to be married in two months,she was planning her wedding
he needed to buy groceries,John went to the store because he needed to buy groceries,John went to the store
he was out of several things,he needed to buy groceries because he was out of several things,he needed to buy groceries
he hadn't gone shopping for a while,he was out of several things because he hadn't gone shopping for a while,he was out of several things
he has been busy,he hadn't gone shopping for a while because he has been busy,he hadn't gone shopping for a while
he has a lot going on right now,he has been busy because he has a lot going on right now,he has been busy
the bus wasn't available today,Maya drove to work because the bus wasn't available today,Maya drove to work
it wasn't running today,the bus wasn't available today because it wasn't running today,the bus wasn't available today
the bus driver was sick,it wasn't running today because the bus driver was sick,it wasn't running today
there is a cold going around,the bus driver was sick because there is a cold going around,the bus driver was sick
people get sick,there is a cold going around because people get sick,there is a cold going around
the tire was flat,Sam repaired his bicycle because the tire was flat,Sam repaired his bicycle
he ran over a piece of glass,the tire was flat because he ran over a piece of glass,the tire was flat
somebody smashed a bottle in the street,he ran over a piece of glass because somebody smashed a bottle in the street,he ran over a piece of glass
some people are not considerate,somebody smashed a bottle in the street because some people are not considerate,somebody smashed a bottle in the street
he wants to start a garden,Jack read a book about gardening because he wants to start a garden,Jack read a book about gardening
he would like to eat fresh fruit and vegetables,he wants to start a garden because he would like to eat fresh fruit and vegetables,he wants to start a garden
he wants to be more healthy,he would like to eat fresh fruit and vegetables because he wants to be more healthy,he would like to eat fresh fruit and vegetables
he wants to have a higher quality of living,he wants to be more healthy because he wants to have a higher quality of living,he wants to be more healthy
he wants to be happier,he wants to have a higher quality of living because he wants to be happier,he wants to have a higher quality of living
she enjoys driving,Maya drove to work because she enjoys driving,Maya drove to work
it's fun to her,she enjoys driving because it's fun to her,she enjoys driving
she enjoys the feel of the road,it's fun to her because she enjoys the feel of the road,it's fun to her
it's a pleasant experience,she enjoys the feel of the road because it's a pleasant experience,she enjoys the feel of the road
she can feel the power under her feet,it's a pleasant experience because she can feel the power under her feet,it's a pleasant experience
she needed one,Meg bought a new computer because she needed one,Meg bought a new computer
her work requires a computer,she needed one because her work requires a computer,she needed one
a lot of her work is online,her work requires a computer because a lot of her work is online,her work requires a computer
it's the nature of her profession,a lot of her work is online because it's the nature of her profession,a lot of her work is online
he wants to ride his bike,Sam repaired his bicycle because he wants to ride his bike,Sam repaired his bicycle
he wants to exercise more,he wants to ride his bike because he wants to exercise more,he wants to ride his bike
he wants to get in shape,he wants to exercise more because he wants to get in shape,he wants to exercise more
he wants to live a healthier life,he wants to get in shape because he wants to live a healthier life,he wants to get in shape
he wants to feel better about himself,he wants to live a healthier life because he wants to feel better about himself,he wants to live a healthier life
he was hungry,Tom cooked dinner because he was hungry,Tom cooked dinner
he hadn't eaten all day,he was hungry because he hadn't eaten all day,he was hungry
he was busy,he hadn't eaten all day because he was busy,he hadn't eaten all day
he has a job,he was busy because he has a job,he was busy
he needs to pay his bills,he has a job because he needs to pay his bills,he has a job
she was hungry,Amy ate a sandwich because she was hungry,Amy ate a sandwich
she hasn't had a meal in hours,she was hungry because she hasn't had a meal in hours,she was hungry
she was busy running errands,she hasn't had a meal in hours because she was busy running errands,she hasn't had a meal in hours
today was the only day that was free,she was busy running errands because today was the only day that was free,she was busy running errands
the rest of the week she was working,today was the only day that was free because the rest of the week she was working,today was the only day that was free
he wanted to learn how to run a garden,Jack read a book about gardening because he wanted to learn how to run a garden,Jack read a book about gardening
he wanted some fresh vegetables,he wanted to learn how to run a garden because he wanted some fresh vegetables,he wanted to learn how to run a garden
they taste a lot better than store bought,he wanted some fresh vegetables because they taste a lot better than store bought,he wanted some fresh vegetables
they haven't been sitting,they taste a lot better than store bought because they haven't been sitting,they taste a lot better than store bought
they were freshly cut,they haven't been sitting because they were freshly cut,they haven't been sitting
it was time for her shift,Maya drove to work because it was time for her shift,Maya drove to work
she was scheduled to work today,it was time for her shift because she was scheduled to work today,it was time for her shift
the manager thought it was best,she was scheduled to work today because the manager thought it was best,she was scheduled to work today
the hours worked for everybody,the manager thought it was best because the hours worked for everybody,the manager thought it was best
it didn't conflict with anyone,the hours worked for everybody because it didn't conflict with anyone,the hours worked for everybody
it was broken,Sam repaired his bicycle because it was broken,Sam repaired his bicycle
someone crashed it,it was broken because someone crashed it,it was broken
they were being careless,someone crashed it because they were being careless,someone crashed it
they didn't respect Sam,they were being careless because they didn't respect Sam,they were being careless
he wanted something to eat,Tom cooked dinner because he wanted something to eat,Tom cooked dinner
his stomach was making noises,he wanted something to eat because his stomach was making noises,he wanted something to eat
he didn't eat for a long time,his stomach was making noises because he didn't eat for a long time,his stomach was making noises
the amount of work he had to finish,he didn't eat for a long time because the amount of work he had to finish,he didn't eat for a long time
he was putting it off,the amount of work he had to finish because he was putting it off,the amount of work he had to finish
his dishwasher was broken,Alex did the dishes because his dishwasher was broken,Alex did the dishes
his children had put crayons in it,his dishwasher was broken because his children had put crayons in it,his dishwasher was broken
they didn't like the colors and wanted to change them,his children had put crayons in it because they didn't like the colors and wanted to change them,his children had put crayons in it
they thought the colors were too dark,they didn't like the colors and wanted to change them because they thought the colors were too dark,they didn't like the colors and wanted to change them
they were trying to draw pictures of snowflakes,they thought the colors were too dark because they were trying to draw pictures of snowflakes,they thought the colors were too dark
the salad was unavailable,Amy ate a sandwich because the salad was unavailable,Amy ate a sandwich
the lettuce was not shipped in time,the salad was unavailable because the lettuce was not shipped in time,the salad was unavailable
a snow squall prevented the crop from being picked,the lettuce was not shipped in time because a snow squall prevented the crop from being picked,the lettuce was not shipped in time
the workers could not access the fields,a snow squall prevented the crop from being picked because the workers could not access the fields,a snow squall prevented the crop from being picked
large amounts of wet snow made the ground muddy,the workers could not access the fields because large amounts of wet snow made the ground muddy,the workers could not access the fields
he needed toilet paper,John went to the store because he needed toilet paper,John went to the store
he had overnight guests,he needed toilet paper because he had overnight guests,he needed toilet paper
his best friend was in town,he had overnight guests because his best friend was in town,he had overnight guests
he had a job interview,his best friend was in town because he had a job interview,his best friend was in town
he recently left his wife,he had a job interview because he recently left his wife,he had a job interview
the bus service was unavailable,Maya drove to work because the bus service was unavailable,Maya drove to work
a large crater formed in the intersection,the bus service was unavailable because a large crater formed in the intersection,the bus service was unavailable
a water main broke,a large crater formed in the intersection because a water main broke,a large crater formed in the intersection
poor installation by the contractors,a water main broke because poor installation by the contractors,a water main broke
they underbid the job to get the work,poor installation by the contractors because they underbid the job to get the work,poor installation by the contractors
his auto was in the shop and he needed transportation,Sam repaired his bicycle because his auto was in the shop and he needed transportation,Sam repaired his bicycle
he previously had been in an accident,his auto was in the shop and he needed transportation because he previously had been in an accident,his auto was in the shop and he needed transportation
an opposum with babies had crossed the highway as he was passing,he previously had been in an accident because an opposum with babies had crossed the highway as he was passing,he previously had been in an accident
there was a pack of coyotes moving from the hills towards them,an opposum with babies had crossed the highway as he was passing because there was a pack of coyotes moving from the hills towards them,an opposum with babies had crossed the highway as he was passing
he was told to,Alex did the dishes because he was told to,Alex did the dishes
his mom didn't want to do them,he was told to because his mom didn't want to do them,he was told to
she was busy buying crack,his mom didn't want to do them because she was busy buying crack,his mom didn't want to do them
shes an addict,she was busy buying crack because shes an addict,she was busy buying crack
her father touched her,shes an addict because her father touched her,shes an addict
he wanted to grow pot,Jack read a book about gardening because he wanted to grow pot,Jack read a book about gardening
buying weed is expensive,he wanted to grow pot because buying weed is expensive,he wanted to grow pot
the federal war on drugs has artificially inflated prices,buying weed is expensive because the federal war on drugs has artificially inflated prices,buying weed is expensive
more risk equals more reward,the federal war on drugs has artificially inflated prices because more risk equals more reward,the federal war on drugs has artificially inflated prices
people want to be paid for risking their lives,more risk equals more reward because people want to be paid for risking their lives,more risk equals more reward
her old one was stolen,Meg bought a new computer because her old one was stolen,Meg bought a new computer
someone broke into her house,her old one was stolen because someone broke into her house,her old one was stolen
they wanted her things,someone broke into her house because they wanted her things,someone broke into her house
they could sell them for drugs,they wanted her things because they could sell them for drugs,they wanted her things
fence's don't ask a lot of questions,they could sell them for drugs because fence's don't ask a lot of questions,they could sell them for drugs
it was broken,Sam repaired his bicycle because it was broken,Sam repaired his bicycle
someone tried to steal it,it was broken because someone tried to steal it,it was broken
they wanted crack money,someone tried to steal it because they wanted crack money,someone tried to steal it
they're an addict,they wanted crack money because they're an addict,they wanted crack money
they made some bad life choices,they're an addict because they made some bad life choices,they're an addict
he wanted a steak,Tom cooked dinner because he wanted a steak,Tom cooked dinner
meat is delicious,he wanted a steak because meat is delicious,he wanted a steak
evolution designed us to derive nutrition from many sources,meat is delicious because evolution designed us to derive nutrition from many sources,meat is delicious
omnivores have a better chance of surviving in rapidly changing conditions,evolution designed us to derive nutrition from many sources because omnivores have a better chance of surviving in rapidly changing conditions,evolution designed us to derive nutrition from many sources
they were dirty,Alex did the dishes because they were dirty,Alex did the dishes
nobody else cleaned them,they were dirty because nobody else cleaned them,they were dirty
they are lazy,nobody else cleaned them because they are lazy,nobody else cleaned them
Alex lets them be lazy,they are lazy because Alex lets them be lazy,they are lazy
he has no back bone,Alex lets them be lazy because he has no back bone,Alex lets them be lazy
she was hungry,Amy ate a sandwich because she was hungry,Amy ate a sandwich
she hadn't eaten,she was hungry because she hadn't eaten,she was hungry
she was busy,she hadn't eaten because she was busy,she hadn't eaten
she had to work,she was busy because she had to work,she was busy
she needed money,she had to work because she needed money,she had to work
she needed to mail something,Jane went to the post office because she needed to mail something,Jane went to the post office
it was to far to walk,Maya drove to work because it was to far to walk,Maya drove to work
her old one was slow,Meg bought a new computer because her old one was slow,Meg bought a new computer
it was old,her old one was slow because it was old,her old one was slow
she bought it years ago,it was old because she bought it years ago,it was old
she hasn't bought one since then,she bought it years ago because she hasn't bought one since then,she bought it years ago
she didn't have the money,she hasn't bought one since then because she didn't have the money,she hasn't bought one since then
the chain fell off,Sam repaired his bicycle because the chain fell off,Sam repaired his bicycle
he was riding to fast,the chain fell off because he was riding to fast,the chain fell off
people were chasing him,he was riding to fast because people were chasing him,he was riding to fast
he robbed a bank,people were chasing him because he robbed a bank,people were chasing him
he needed money,he robbed a bank because he needed money,he robbed a bank
they were dirty,Alex did the dishes because they were dirty,Alex did the dishes
he had made a complicated dinner the night before,they were dirty because he had made a complicated dinner the night before,they were dirty
he had a date that night,he had made a complicated dinner the night before because he had a date that night,he had made a complicated dinner the night before
he'd called around to see if a friend of his was available,he had a date that night because he'd called around to see if a friend of his was available,he had a date that night
he'd always found her cute,he'd called around to see if a friend of his was available because he'd always found her cute,he'd called around to see if a friend of his was available
he wanted to learn how to grow vegetables,Jack read a book about gardening because he wanted to learn how to grow vegetables,Jack read a book about gardening
the vegetables at the store weren't very good,he wanted to learn how to grow vegetables because the vegetables at the store weren't very good,he wanted to learn how to grow vegetables
they were covered in pesticides,the vegetables at the store weren't very good because they were covered in pesticides,the vegetables at the store weren't very good
there had been a problem with pests that season,they were covered in pesticides because there had been a problem with pests that season,they were covered in pesticides
the weather was unseasonably warm,there had been a problem with pests that season because the weather was unseasonably warm,there had been a problem with pests that season
he needed milk,John went to the store because he needed milk,John went to the store
he wanted cereal for breakfast,he needed milk because he wanted cereal for breakfast,he needed milk
he had no more oatmeal,he wanted cereal for breakfast because he had no more oatmeal,he wanted cereal for breakfast
he ate all of the oatmeal earlier in the week,he had no more oatmeal because he ate all of the oatmeal earlier in the week,he had no more oatmeal
it was his favorite breakfast food,he ate all of the oatmeal earlier in the week because it was his favorite breakfast food,he ate all of the oatmeal earlier in the week
it was broken,Sam repaired his bicycle because it was broken,Sam repaired his bicycle
he had crashed and bent the fender,it was broken because he had crashed and bent the fender,it was broken
he wasn't paying attention to where he was going,he had crashed and bent the fender because he wasn't paying attention to where he was going,he had crashed and bent the fender
he saw a pretty girl,he wasn't paying attention to where he was going because he saw a pretty girl,he wasn't paying attention to where he was going
she was wearing a red dress,he saw a pretty girl because she was wearing a red dress,he saw a pretty girl
he was hungry,Tom cooked dinner because he was hungry,Tom cooked dinner
He'd skipped lunch,he was hungry because He'd skipped lunch,he was hungry
he was very busy at work,He'd skipped lunch because he was very busy at work,He'd skipped lunch
there were many projects going on,he was very busy at work because there were many projects going o,he was very busy at work
